关键词,微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
人工智能,5273197466361818,在线使用和部署大语言模型（LLM）经常面临硬件资源限制，不同模型对CPU、RAM、GPU的需求差别巨大，挑选合适模型既费时又费力。有个超实用的开源工具——llmfit（GitHub：github.com/AlexsJones/llmfit），能自动检测你电脑的CPU、内存和GPU配置，结合模型参数和量化信息，智能评估数百款主流模型（Me ...全文,,https://wx3.sinaimg.cn/orj360/5396ee05ly8iawbh4uxmfj20u00v2tf2.jpg,,,Thu Mar 05 19:55:10 +0800 2026,AI博主 2025微博新锐新知博主,15,10,0
人工智能,5273106969267114,美国同意英伟达的芯片只要回到国内建厂，就能卖给中国。一出政策，中国立马反击：只要芯片在中国生产，不管技术从哪儿来，都得贴上中国制造的标签。中美在半导体领域的互动总是牵动人心，尤其当政策一调整，市场就跟着起波澜。特朗普政府2025年下半年作出决定，允许英伟达向中国经批准的客户销售H200 ...全文,,https://wx1.sinaimg.cn/orj360/006qC3iggy1iaw12x1or7j30g008d754.jpg,,,Thu Mar 05 13:55:34 +0800 2026,科技博主,51,1,1
人工智能,5273197214702083,【视评来了｜#一人公司创业新业态火了#】#给一人公司发展创造一方沃土# 一人、一工位、一公司。今年开年，“一人公司”这个新物种，正在成为全国两会热议的话题。代表委员们反复提及一个词：青年创业新业态。全国政协委员、中国科学院院士周志华说得更透——人工智能，八个字：“允许出错，作为辅助 ...全文,,无,"https://f.video.weibocdn.com/o0/J4rs3caklx08vPCrdzvi01041200wY4E0E010.mp4?label=mp4_hd&template=540x952.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729006&ssig=%2FA2LlB0Xat&KID=unistore,video",,Thu Mar 05 19:54:10 +0800 2026,四川广播电视台《四川观察》官方微博,96,37,95
人工智能,5273197024906172,重磅快讯！特斯拉突然放大招，人形机器人板块迎来硬核利好，明天资金大概率要往这里吹了！ 马斯克在X平台直接表态：特斯拉将成为通用人工智能研发核心企业，极有可能率先做出人形通用人工智能。 更关键的是，特斯拉已经在财报会上明确：加州弗里蒙特工厂停产Model S/X，产线直接改造为Optimus机器 ...全文,,https://wx4.sinaimg.cn/orj360/008rgDwHgy1iawbfc088mj30ri1tuwte.jpg,,,Thu Mar 05 19:53:25 +0800 2026,投资内容创作者 美食博主 超话创作官（股票超话）,9,0,4
人工智能,5272162199408601,OpenClaw劝退指南：别踩坑！工具是杠杆，但杠杆只能放大你已有的能力一、我被开源版贾维斯吓到了说实话，我原本没打算研究 OpenClaw 的但过去两周，我的朋友圈，甚至路边的大妈都在问：哎你看那个小龙虾了吗？好像很火什么是小龙虾，就是 OpenClaw，一个号称开源版贾维斯的 AI 智能体。简单说 ...全文,,"https://wx1.sinaimg.cn/orj360/ec9a9c81gy1iat0kfe2iaj21280lctej.jpg,https://wx2.sinaimg.cn/orj360/ec9a9c81gy1iat0kfiphzj21280lc0wu.jpg,https://wx1.sinaimg.cn/orj360/ec9a9c81gy1iat0kf5ep6j21280lc427.jpg,https://wx2.sinaimg.cn/orj360/ec9a9c81gy1iat0kf5ld2j21280lcjva.jpg",,,Mon Mar 02 23:21:23 +0800 2026,AI博主,20,18,3
人工智能,5273196823839741,#2026全国两会# 【科大讯飞刘庆峰：要让每个人都能站在AI的肩膀上】今年政府工作报告首提“打造智能经济新形态”，对此，全国人大代表、科大讯飞董事长刘庆峰表示，这对人工智能下一步发展会有重大的积极推动作用。“我觉得未来中国需要发展真正地能够立足于生产和生活需要的、解决刚需的、能够给人民 ...全文,,无,"https://f.video.weibocdn.com/o0/ONITu0Fxlx08vPCjLHk401041200n9O70E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729006&ssig=WtsyhT23Uf&KID=unistore,video",,Thu Mar 05 19:52:37 +0800 2026,中国日报网官方微博,1,0,0
人工智能,5273196635883705,#两会观察团#全国人大代表霍启刚表示：“提前一天来北京，特意考差了一个项目，“大量人工智能+值香港得学习”！#两会# ChineseSunMoonStar的微博视频 ,,无,"https://f.video.weibocdn.com/o0/oi4fC161lx08vPCfIzo4010412005Mrn0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729006&ssig=LgV36eozrD&KID=unistore,video",,Thu Mar 05 19:51:52 +0800 2026,科技博主,15,0,1
人工智能,5273195810918615,4日从相关人士处获悉，基于日美关税协议的5500亿美元日本对美投融资第二批项目中，用于人工智能（AI）数据中心电力的小型核电项目已成为有力候选方案之一。项目旨在满足美国需求旺盛的AI开发和利用所需电力。日本经济产业相赤泽亮正5日访问美国，将同美国商务部长卢特尼克磋商项目的盈利性等。双方还考 ...全文,,https://wx3.sinaimg.cn/orj360/83a76a6cgy1iawb9rcqh1j21404a87wh.jpg,,,Thu Mar 05 19:48:35 +0800 2026,财经观察官  海外新鲜事博主 微博原创视频博主,6,2,1
人工智能,5273195101815946,网络灰产，美国做局，收割世界？网页链接#日本正紧张研判是否支援美军# 新思财经#牢a# 人民金融#牢a##微博兴趣创作计划# #新思头条#  #新思财经#  #人民金融# #新思法律# #新思微评# #新思军事# #新思教育#  #新思哲学# #新思微评#  #新思历史# #中国经济主权# #新思头条 ...全文,,无,,,Thu Mar 05 19:45:46 +0800 2026,财经博主,0,0,0
人工智能,5273194781218191,据央视财经，当地时间4日，微软、谷歌、OpenAI、亚马逊、Meta、xAI和甲骨文这七家公司代表在美国白宫签署相关文件，美国总统特朗普表示，不少美国民众担忧数据中心会推高电力需求，可能导致电费上涨，有了这份文件，问题将得到解决。根据国际能源署此前的预测，到2030年，全球数据中心的电力需求将增长 ...全文,,无,,,Thu Mar 05 19:44:30 +0800 2026,微博网页版,0,0,0
人工智能,5273193649803597,【#AI行业招聘供需两头旺#】#AI行业招聘平均月薪破万# 据央视新闻，人工智能等行业人才供需两旺。在线招聘平台数据显示，初八复工以来，平台上职位数迅速跃升，活跃求职者数量迅速增加。从招聘趋势看，新质生产力相关产业已成为今年春招市场驱动人才需求增长的主力，其中机器人、新材料、光电子领跑前 ...全文,,无,"https://f.video.weibocdn.com/o0/N8dO8nqPlx08vPvPQcSs010412003EoW0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1Cx9YB1mmR49jS&Expires=1772728998&ssig=tt1wIWrGx9&KID=unistore,video",,Thu Mar 05 19:40:00 +0800 2026,深圳特区报官方微博,0,0,0
人工智能,5273193422263161,#关注2026两会#【“投身祖国发展，就是拥抱未来”】“籍贯义乌、成长海外、扎根大湾区、深耕浙江——这四个坐标让我坚定选择在杭州开启人工智能领域的‘二次创业’。”作为共青团和青联界的全国政协委员，贺凯琪结合自身实践，寄语广大港澳青年：拥抱人工智能就是拥抱时代，投身祖国发展就是拥抱未来。 ...全文,,无,,,Thu Mar 05 19:39:06 +0800 2026,人民政协报官方微博,0,0,0
人工智能,5273193402342883,和朋友在讨论具身智能火的原因。借这个机会也梳理了一下自己的一些碎片的认知。在这里mark一下。大语言模型本质上是概率生成，逻辑是预测下一个词，没有身体的话无法真正理解三维世界的规律，像重力、摩擦力；具身智能就是希望能够通过物理交互让智能体真正理解世界。对行业而言，具身智能有很大的商 ...全文,,无,,,Thu Mar 05 19:39:01 +0800 2026,Xiaomi 14,0,0,0
人工智能,5273193352791864,5.3秒时速800码，超车马斯克还是得看换道，青藏高原战略地位再上升网页链接#建议短视频凌晨1点至5点深夜静默# 新思财经人民金融#牢a##微博兴趣创作计划# #新思头条#  #新思财经#  #人民金融# #新思法律# #新思微评# #新思军事# #新思教育#  #新思哲学# #新思微评#   ...全文,,无,,,Thu Mar 05 19:38:49 +0800 2026,财经博主,0,0,0
人工智能,5273191447794878,#真财实料#【德勤中国主席：中国过去是世界工厂，现在是消费市场+研发中心】政府工作报告指出，中国在人工智能、生物医药、机器人、量子科技等前沿领域的研发应用已走在世界前列。德勤中国主席蒋颖在接受CGTN采访时表示，中国的角色已从过去的“世界工厂”，逐步演变为重要的消费市场与全球前沿研发中 ...全文,,无,"https://f.video.weibocdn.com/o0/4rhNmp3Xlx08vPAQGNte010412007gc20E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729015&ssig=fU8F1aD0uX&KID=unistore,video",,Thu Mar 05 19:31:15 +0800 2026,中央广播电视总台CGTN《全球财经》栏目官方微博,2,0,0
人工智能,5273190579307083,#2026春暖花开生机无限# 【寇纲委员：技术创新像珍珠，制度创新是丝线】今年两会，全国政协委员寇纲将聚焦人工智能和大数据领域。寇纲认为，技术创新像珍珠，而制度创新是丝线，他的专业能力让他能识别出哪些是好“珍珠”，而政协委员的职责就是找到那根“丝线”，把珍珠串成项链，真正产生价值。 ...全文,,无,"https://f.video.weibocdn.com/o0/xiuX9ZyElx08vPADtjWw01041200zA9Y0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729015&ssig=axrAab9lQ7&KID=unistore,video",,Thu Mar 05 19:27:48 +0800 2026,光明网的微博,0,0,0
人工智能,5273125174119371,昨晚在巴塞罗那跟国内记者朋友讨论人工智能的意志。有朋友说人工智能已经发展到极高地步，甚至会雇佣真人为它打工，包括搞真人识别。虽然我没有见识到，但不排除这种可能，AI完全可以有极高的智能、意识，但我觉得没有意志。意志，英文是will，是一种内驱原动力。人类意志的根源在于“生存和繁 ...全文,,无,,,Thu Mar 05 15:07:54 +0800 2026,中国科普作家协会会员 2025微博年度新知博主,85,26,47
人工智能,5273189699556556,#建议适时推动智能驾驶立法#【全国政协委员谢文敏：#建议确立智能驾驶伦理规则#】随着人工智能技术的快速发展，智能驾驶汽车正逐步由实验室阶段迈向市场化应用，从小规模试点向规模化商用推进，但进步也伴随着挑战。@九派新闻 记者获悉，2026全国两会期间，全国政协委员、湖北首义律师事务所主任谢文敏 ...全文,,无,"https://f.video.weibocdn.com/o0/1Xw4N1LVlx08vPAme89i010412002JM20E010.mp4?label=mp4_hd&template=540x988.24.0&ori=0&ps=1Cx9YB1mmR49jS&Expires=1772728983&ssig=8LXMxQrV%2Bt&KID=unistore,video",,Thu Mar 05 19:24:18 +0800 2026,九派新闻官方微博,10,3,2
人工智能,5273189246831691,#深圳AI八骏爆火全球#【从华强北“AI八骏”爆单看广东抢跑智能经济】#政府工作报告里的民生红包##南财看两会# 今年全国两会的经济热点中，“智能经济”成为备受关注的关键词之一。“头号种子选手”，是北京师范大学政府管理研究院副院长、中国商业经济学会副会长宋向清对广东在智能经济时代的角色定位 ...全文,,https://wx1.sinaimg.cn/orj360/001NLe62gy1iawaj0wer1j632w2b4e8402.jpg,,,Thu Mar 05 19:22:30 +0800 2026,21世纪经济报道官方微博,2,4,2
人工智能,5273188839194961,【科技部长阴和俊：加强人工智能、量子科技、核聚变能等领域攻关】科技部长阴和俊：加强人工智能、量子科技、核聚变能等领域攻关 “人形机器人在春节晚会上大放异彩，从去年的扭秧歌、转手绢，到今年翻跟头、演小品，十八般武艺轮番上阵；开源大模型领跑全球，芯片攻关取得新突破；去年我国批准创新药76个，对外授权交易总额超过1300亿美元。 ...全文,,https://wx1.sinaimg.cn/orj360/001OBI7Gly1iaw91e278hj60nc0fkdpr02.jpg,,,Thu Mar 05 19:20:52 +0800 2026,财新网官方微博,13,3,0
人工智能,5273188607986499,【#周云杰称要以安全为核心发展服务机器人#】#微观2026全国两会#全国人大代表周云杰在接受@央广网 记者采访时表示，人形机器人可能是机器人的终极形态，但它的发展是循序渐进的，要以安全为核心发展服务机器人。谈及人工智能对制造业的影响，他表示，AI在效率、成本等各个方面对制造业影响深远，尤其是 ...全文,,无,"https://f.video.weibocdn.com/o0/HbsTRC6olx08vPA3pEru01041200dWqN0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729016&ssig=4y80jJQqun&KID=unistore,video",,Thu Mar 05 19:19:58 +0800 2026,央广网文化传媒有限公司,16,0,3
人工智能,5273187693893116,排面拉满了，新华社点赞小鹏换道超车！ 小鹏第二代VLA正式落地，直接把智驾架构改成V-A直连，全栈自研物理世界大模型，不光能用在自动驾驶，还能覆盖Robotaxi、飞行汽车、人形机器人，一次技术突破，打通整个未来出行！ 新华社直接盖章：中国答案，换道超车！摩根士丹利也点名：小鹏现在有实力和 ...全文,,"https://wx1.sinaimg.cn/orj360/007CJW7Wly1iawa9f1nrwj31hc0u00t1.jpg,https://wx3.sinaimg.cn/orj360/007CJW7Wly1iawacnekz7j30u09744qs.jpg","https://f.video.weibocdn.com/o0/py4eEFWVlx08vPzF0TiM01041200yKvK0E010.mp4?label=mp4_ld&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729016&ssig=yr3KqF1E8W&KID=unistore,video",,Thu Mar 05 19:16:20 +0800 2026,汽车博主 微博原创视频博主,22,2,3
人工智能,5273118155476147,【#火爆外网的美国美女军官是AI生成的#网友笑了：用AI“美人计”提振士气？】近日，一个以“美军女性军官”为人设的社交账号，凭借军事主题照片及在白宫与美国总统特朗普的“合影”以及身穿陆军制服展示身材的“照片”在互联网上爆火，该账号已经有超过100万粉丝。但该人物被证实为由人工智能创造的虚 ...全文,,无,"https://f.video.weibocdn.com/o0/T3LvofZelx08vPgPo7sc010412006h2d0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729016&ssig=h1CTlq7IoU&KID=unistore,video",,Thu Mar 05 14:40:01 +0800 2026,RT官方微博,49,13,22
人工智能,5273187362537678,#春晚机器人已进厂干活了#【#春晚盘核桃的机器人还藏着这些绝活#】今年春晚，盘核桃的机器人“小盖”凭借灵活动作引发热议。其背后的90后科技创业者王鹤揭秘：它已应用于捡玻璃、叠衣服、无人零售等真实生活场景，甚至进厂搬运百斤重物！从“炫技”走向干活，期待未来机器人走进千家万户，让科技真正向 ...全文,,无,"https://f.video.weibocdn.com/o0/iguFGC99lx08vPv4Easg010412018gSk0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729016&ssig=E4uBJpKyzt&KID=unistore,video",,Thu Mar 05 19:15:00 +0800 2026,中央广播电视总台央视综合频道官方账号,6,2,0
人工智能,5273155222376118,#不建议大学生直接用AI写论文#不接受你的建议哈哈科技确实是把双刃剑，既拉长了我们的手，也可能软化了我们的腿。人工智能越发达，大部分人的惰性就越大，便利的同时也夺走了大部分人独立思考的能力。 ,,无,,,Thu Mar 05 17:07:18 +0800 2026,投资内容创作者 超话粉丝大咖（基金超话）,28,0,2
人工智能,5272826040289070,【千问“灵魂人物”发了条告别推文后，全球AI圈的反应说明了什么？】快速导读：阿里巴巴通义千问的核心人物林俊阳宣布离职。这个看似平常的人事变动，却在海外AI社区引发了一场罕见的“集体致敬”，从PyTorch联合创始人到Ollama，顶级大牛纷纷表示震惊。有投资人甚至直言：我买阿里股票就是因为千问 ...全文,,https://wx2.sinaimg.cn/orj360/5396ee05ly1iav4tf1s8cj21kw1kwnpf.jpg,,,Wed Mar 04 19:19:15 +0800 2026,AI博主 2025微博新锐新知博主,34,23,4
