关键词,微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
生成式AI,5263659871767908,【索尼计划在游戏制作中大量使用AI，但不会参与核心元素创作】索尼在近期投资者电话会议上宣布，计划在未来的游戏制作中大量使用生成式AI，公司首席财务官陶琳表示，AI仅作为一种工具而非威胁，其作用是加快制作任务进度，不会取代整个开发团队，也不会成为公司的核心业务。陶琳称，AI只是开发工具箱 ...全文,,"https://wx2.sinaimg.cn/orj360/005zWMXugy1ia1w3fj43jj31hc0u0ad7.jpg,https://wx4.sinaimg.cn/orj360/005zWMXugy1ia1w3fl15gj31hc0u0n63.jpg,https://wx3.sinaimg.cn/orj360/005zWMXugy1ia1w3fv5nrj31ds0sgtl4.jpg,https://wx4.sinaimg.cn/orj360/005zWMXugy1ia1w3fg70ij31hc0u0tck.jpg",,,Sat Feb 07 12:16:10 +0800 2026,游戏博主,10,3,7
生成式AI,5262399374360577,文手求约稿  由于多次出现相关话题争议，主持团队特此声明：本超话禁止AI是为了保护全体创作者的利益，尽力防止AI对于创作者心血的侵权。使用生成式AI是绝对禁止的，如果不认同该观点请自行离开超话，不必要与主持做无谓的辩驳。另，再次提醒，发帖前请务必阅读超话置顶规则。 ,,无,,,Wed Feb 04 00:47:23 +0800 2026,文手求约稿超话,31,0,7
生成式AI,5262630407114006,"对话百度创始人李彦宏：开源模型是智商税,AI Agent正在爆发！#全网热点共创计划##十分钟视频助燃计划##百度 BIDU[股票]# 环闻财经-肖力军的微博视频 ",,无,"https://f.video.weibocdn.com/o0/PBulcMpWlx08v54VbILS0104120201ZU0E010.mp4?label=mp4_ld&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730868&ssig=ZhmCFyy7cH&KID=unistore,video",,Wed Feb 04 16:05:27 +0800 2026,北京环闻网传媒科技发展有限公司 CEO 财经观察官,58,52,54
生成式AI,5262666807382109,【86%创作者生计受AI影响，英国作家协会呼吁政府采取行动】近日，由英国作家协会联合发布的一份最新调查报告显示，86%的作者称生成式人工智能降低了他们的收入，工作机会正在消失。该报告还提出了一个更深层的问题，早在生成式人工智能出现之前，创意写作就已经受到出版业内部管理文化的侵蚀。  ...全文,,无,,,Wed Feb 04 18:30:05 +0800 2026,新京报书评周刊官方微博,4,6,2
生成式AI,5262663451937246,2026年移动市场报告网页链接2025年全球移动市场进入“变现优先”成熟期：非游应用内购收入首超手游达850亿美元，生成式AI是最大引擎，ChatGPT年收34亿美元火速跻身前三。下载量整体停滞，AI助手与短剧成唯二爆发赛道，分别增148%与278%，短剧时长占视频娱乐10%。 ,,无,,,Wed Feb 04 18:16:45 +0800 2026,微博网页版,0,0,1
生成式AI,5262533960926728,【#GTA6不会使用AI#】在接受媒体采访时，Take-Two的CEO Strauss Zelnick明确表示，《GTA6》不会使用生成式AI。他还提到，Rockstar的开发过程不涉及AI技术，游戏世界都是手工打造的。本作现定于11月19日发售，登陆PS5和Xbox Series X|S平台。 ,,"https://wx1.sinaimg.cn/orj360/80f256c3gy1i9yas5c2czj20xc0irq64.jpg,https://wx3.sinaimg.cn/orj360/80f256c3gy1i9yas5hsn9j21i00u2100.jpg,https://wx2.sinaimg.cn/orj360/80f256c3gy1i9yase7u7kj211z0j90uv.jpg",,,Wed Feb 04 09:42:12 +0800 2026,3DMGAME官方微博,14,1,5
生成式AI,5262652383432463,#Firefox148##一键禁用AI# Firefox宣布将在2月24日发布的Firefox148版本新增AI控制面板，支持一键禁用所有AI功能。负责人Ajit Varma表示，此举是回应社区反馈，兼顾两类用户需求——既为需要AI工具的用户保留智能功能，也允许用户通过“屏蔽AI增强”开关，一键禁用当前及未来所有生成式AI功能，同时拦 ...全文,,https://wx1.sinaimg.cn/orj360/6b101a5dly1i9yoe0lecaj20v60h0492.jpg,,,Wed Feb 04 17:32:46 +0800 2026,聚合互联网数据资讯，融合互联网行业资源的国内新经济门户。,0,0,2
生成式AI,5262546416436076,【T2 CEO强调：《GTA6》没有使用生成式AI】Take-Two的CEO Strauss Zelnick在接受采访时表明：《#GTA6#》完全没有使用生成式人工智能。“这个游戏世界是纯手工打造的，这正是它们的独特之处，一栋栋建筑、一条条街道街区都是从零搭建起来的，这些不是、也不应该由AI生成，这才是优秀作品的精髓” ,,"https://wx2.sinaimg.cn/orj360/755f3f8fly1i9ybaikn0fj20jx07othl.jpg,https://wx4.sinaimg.cn/orj360/755f3f8fly1i9ybbua34pj21030kbnen.jpg",,,Wed Feb 04 10:31:42 +0800 2026,游戏博主,187,3,6
生成式AI,5262637757632192,我自己又尝试写了一篇小说稿子发现和之前变化不大，如果别人不是恶意针对我。我一般也会怀疑自己有没有写小说的才能，但我很多文学影视评论还算可以。其实也有点失望。加上我码字的确有点困难，现在生成式AI这么发达，恐怕对这些事情，还是有点影响。最近很久没看到这些东西了 ,,无,,,Wed Feb 04 16:34:39 +0800 2026,豆瓣阅读 作者,0,0,1
生成式AI,5262602613294925,【2026“十大突破性技术”解读会举办，闵行锚定未来产业！】#闵闵分享# 2月1日，《麻省理工科技评论》2026年“十大突破性技术”（TR10）闭门解读分享会在上海闵行举行，会上深度解析了超大规模AI数据中心、钠离子电池、机制可解释性、碱基编辑技术、下一代核能、胚胎评分、AI陪伴、基因复活、商业空间 ...全文,,https://wx2.sinaimg.cn/orj360/9b9a830dgy1i9y9qx1v5aj20k068nx6p.jpg,,,Wed Feb 04 14:15:00 +0800 2026,上海市闵行区人民政府新闻办公室官方微博,1,45,1
生成式AI,5262601002158796,商汤绝影与东风汽车合作，推出一款可量产的生成式智能驾驶方案，该方案整合了端到端架构、扩散模型与强化学习+虚拟世界模型训练方式，将搭载在东风多款量产车型。商汤是国内主流 AI 企业，绝影为其面向汽车行业的智驾业务品牌，主攻自动驾驶算法与模型；东风是国内大型整车集团，负责车型适配、量产 ...全文,,"https://wx3.sinaimg.cn/orj360/001SQoYggy1i9yid4lo03j62p01hqkjn02.jpg,https://wx2.sinaimg.cn/orj360/001SQoYggy1i9yid3sxm9j61ng0ywe8102.jpg,https://wx2.sinaimg.cn/orj360/001SQoYggy1i9yiggxmswj61360pk41602.jpg,https://wx2.sinaimg.cn/orj360/001SQoYggy1i9yid2xzytj61w80zqe5o02.jpg,https://wx4.sinaimg.cn/orj360/001SQoYggy1i9yid3ktazj61xi10ae8102.jpg,https://wx3.sinaimg.cn/orj360/001SQoYggy1i9yid56i1tj61w410au0x02.jpg,https://wx4.sinaimg.cn/orj360/001SQoYggy1i9yid49j31j61ws0z6b2902.jpg,https://wx4.sinaimg.cn/orj360/001SQoYggy1i9yid4buxtj61w010eu0x02.jpg,https://wx3.sinaimg.cn/orj360/001SQoYggy1i9yid4m9arj622u16sx6p02.jpg",,,Wed Feb 04 14:08:36 +0800 2026,数码博客数字尾巴,7,0,7
生成式AI,5262598983389480,【Take-Two CEO 泽尔尼克回应股价下跌：我们正在积极拥抱生成式 AI】在 R 星母公司 Take-Two 今日的财报电话会议中，CEO 施特劳斯 · 泽尔尼克（Strauss Zelnick）谈到了谷歌 Genie 3 导致公司股价下跌。他表示自己并不担心生成式 AI，并且对其他人的担忧“感到有点困惑”。 ,,https://wx3.sinaimg.cn/orj360/001ZzMwggy1i9yi9a3dkej61400j1n3502.jpg,,,Wed Feb 04 14:00:35 +0800 2026,IT之家（www.ithome.com）官方微博,1,0,3
生成式AI,5262595487433583,【#马年春节已有45亿元红包打底#】#烧钱能让AI被用户真正用起来吗# 春节临近，AI战场烧得越来越旺。2月2日，阿里旗下千问App宣布将投入30亿元启动“春节请客计划”，携手淘宝闪购、大麦、飞猪、盒马等，请用户吃喝玩乐。一天后，千问又宣布独家冠名东方卫视、浙江卫视、江苏卫视、河南卫视四大马年春节 ...全文,,"https://wx1.sinaimg.cn/orj360/001N9Ovwly1i9yhunfoiqj60wq4wx4qp02.jpg,https://wx1.sinaimg.cn/orj360/001N9Ovwly1i9yhuqeia1j60wq5e37wh02.jpg",,,Wed Feb 04 13:46:41 +0800 2026,中国新闻周刊官方微博,18,0,7
生成式AI,5262580325024966,微信封杀“元宝”分享链接的事，让很多人觉得：微信是不是在排斥AI？当用户开始习惯用AI，而不是用人。那下一步呢？用户可能转向： • GPT • 豆包 • Gemini微信反而成了“AI入口之一”，而不是“关系中枢”。微信不是反AI，而是在守住自己的结构边界。内部维度，腾讯一直是赛马机制，微信、企 ...全文,,https://wx3.sinaimg.cn/orj360/6ed88380gy1i9yg3xnik8j20u013d10d.jpg,,,Wed Feb 04 12:46:26 +0800 2026,科技博主 微博原创视频博主,21,18,20
生成式AI,5262580098794033,过几天要去考ai了看着这种考试题我烦躁无力中哎我tm哎学语言的悲哀是全专业必修课generative AI ,,https://wx4.sinaimg.cn/orj360/a5a9b6f9gy1i9yg3n14wyj20v112d1kx.jpg,,,Wed Feb 04 12:45:32 +0800 2026,动漫博主,5,0,3
生成式AI,5262570697000464,相隔十年的两代iPad Pro机型，直观展现了Apple在移动设备设计与技术上的迭代演进。2016年12.9英寸iPad Pro：采用LCD屏幕，保留实体Home键，边框较宽，整体设计偏向传统平板形态。2026年13英寸iPad Pro（M5）：屏幕尺寸从12.9英寸微增至13英寸，采用超精视网膜XDR OLED显示屏，边框进一步收窄，取消 ...全文,,https://wx4.sinaimg.cn/orj360/006Tqwm9gy1i9yf0bl1h3j30z60z6gp9.jpg,,,Wed Feb 04 12:08:11 +0800 2026,数码博主 超话小主持人（Apple超话）,2,0,4
生成式AI,5262569931543114,【Take-Two CEO 泽尔尼克确认《GTA 6》未使用生成式 AI，游戏世界纯手工打造】Take-Two CEO施特劳斯·泽尔尼克证实，《侠盗猎车手6》未采用任何生成式AI技术，游戏世界均为手工打造。他认可AI的实用价值，但认为其无法独立创作优秀娱乐内容。游戏计划于今年11月19日发售，实体版确认，夏季启动营销。 ...全文,,https://wx2.sinaimg.cn/orj360/001ZzMwggy1i9yex5qksej60oi0hbq7f02.jpg,,,Wed Feb 04 12:05:08 +0800 2026,IT之家（www.ithome.com）官方微博,1,0,1
生成式AI,5262568639434885,"#水浒传# 第27回｜第5集#悦灵犀AI#  #悦享控股CHR#  #耀世星辉传媒# 出品#水浒传# 系列ai##动画##短剧##短剧推荐##热门短剧推荐##爆款短剧推荐##ai绘画##ai绘画生成##爆火短剧推荐##弘扬传承中华优秀传统文化##弘扬优秀传统文化,传承中华民族精神##ai视频##动画推荐##中国传统文化##传统文化##热门小 ...全文",,无,"https://f.video.weibocdn.com/o0/KPo5nUDolx08uQqN3BXy01041200DTdT0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730879&ssig=Wwae%2FF9xg2&KID=unistore,video",,Wed Feb 04 12:00:00 +0800 2026,耀世星辉传媒创始人 首席执行官兼总裁,14,4,4
生成式AI,5262184847770177,【AI播客让游戏角色为你播报专属新闻和攻略，索尼新专利曝光】2月3日消息，索尼新专利“基于大语言模型的面向玩家的生成式播客”1月22日公布，用AI为玩家打造专属游戏播客，由游戏角色播报。应用不局限于PS主机。#索尼新专利 #游戏播客#AI播报 ,,"https://wx1.sinaimg.cn/orj360/001ZzMwggy1i9x6ozdbqnj60xc0hiwfc02.jpg,https://wx2.sinaimg.cn/orj360/001ZzMwggy1i9x6ozqw6lj60f30j90uh02.jpg,https://wx4.sinaimg.cn/orj360/001ZzMwggy1i9x6p01jzsj60f30j9dhh02.jpg",,,Tue Feb 03 10:34:57 +0800 2026,IT之家（www.ithome.com）官方微博,1,0,1
生成式AI,5262035432506595,【咔咔咔】隔壁平台出现lisaAi换脸视频，主页唱歌视频均为lisa换脸   大家不要去评论，多多举报，举报理由填写模板：该视频未经授权使用 AI深度合成技术（Deepfake） 克隆歌手lisa的照片进行演唱。此行为侵犯了权利人的权益。同时，该内容未按《生成式人工智能服务管理暂行办法》进行显著标识，存 ...全文,,"https://wx3.sinaimg.cn/orj360/008Fah4Rgy1i9wph4sminj30xi20u7fi.jpg,https://wx4.sinaimg.cn/orj360/008Fah4Rgy1i9wph60pvcj30xi20u47b.jpg,https://wx2.sinaimg.cn/orj360/008Fah4Rgy1i9wph774ncj30xi20utnv.jpg,https://wx4.sinaimg.cn/orj360/008Fah4Rgy1i9wph7z7oyj30v91aojv6.jpg",,,Tue Feb 03 00:41:14 +0800 2026,娱乐博主,37,0,13
生成式AI,5262002679450101,#生活手记#之所以说生成式AI是“新印刷术”，说的就是任何人都可以把任何作品“打印”成自己喜欢的任何样子。这个场景下，所谓“推理”和所谓“幻觉”就可以闭环而不是互斥了。但是，人并不会真的喜欢一个完全生长在意料之中的故事，“故事”必须“失控”，代替读者去冒险：读者借助AI“遥控”故事，作 ...全文,,无,,,Mon Feb 02 22:31:05 +0800 2026,OPPO Find X3 Pro,0,0,1
生成式AI,5261994397537591,物理AI已成为AI科技圈的热词，自动驾驶则被认为是物理AI大规模落地的第一个场景。为此，文远知行、英伟达和特斯拉等科技大厂正在通过生成式AI打造着他们的仿真城市，那么这样的仿真城市对于物理AI的落地有什么帮助？#文远知行##WeRide##自动驾驶##Robotaxi##飞说智行# 飞说智行的微博视频 ,,无,"https://f.video.weibocdn.com/o0/RXsaujr5lx08v2jjgkUg010412019oOn0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730922&ssig=Ck1GBDZSBf&KID=unistore,video",,Mon Feb 02 21:58:10 +0800 2026,汽车博主,2,2,1
生成式AI,5261994397537591,物理AI已成为AI科技圈的热词，自动驾驶则被认为是物理AI大规模落地的第一个场景。为此，文远知行、英伟达和特斯拉等科技大厂正在通过生成式AI打造着他们的仿真城市，那么这样的仿真城市对于物理AI的落地有什么帮助？#文远知行##WeRide##自动驾驶##Robotaxi##飞说智行# 飞说智行的微博视频 ,,无,"https://f.video.weibocdn.com/o0/RXsaujr5lx08v2jjgkUg010412019oOn0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730923&ssig=1%2FuX4WtSXa&KID=unistore,video",,Mon Feb 02 21:58:10 +0800 2026,汽车博主,2,2,1
生成式AI,5261919360386944,智能时刻的观察 🚀【生成式AI模型类型全解析】🔥生成式AI正在推动数字化转型的新浪潮——让机器能够以类人的流畅度创作文本、图像、音频甚至代码！但并非所有生成式AI模型都以相同方式运作✨ 目前四大主流架构各具特色，应用场景也截然不同👇🔹 1. Transformer模型（如GPT、BER ...全文,,https://wx3.sinaimg.cn/orj360/971b7d63ly1i9vg4i1jtij20j60n4qdi.jpg,,,Mon Feb 02 17:00:00 +0800 2026,科技博主 超话主持人（AI创造营超话） 微博解说视频博主 头条文章作者,5,6,4
生成式AI,5261907885297948,【#AI承诺生成内容有误将赔偿算数吗#？】#AI错误信息误导他人是否构成侵权#近日，杭州互联网法院审结全国首例因生成式人工智能模型“幻觉”引发的侵权纠纷案。法院的判决为生成式人工智能服务厘清责任边界。当AI成为生活工作的助手，它所给出的不准确信息误导他人时，是否构成侵权？服务提供者负有怎样 ...全文,,https://wx1.sinaimg.cn/orj360/003jy8y2ly1i9wavo35m4j60tl09u7ae02.jpg,,,Mon Feb 02 16:14:24 +0800 2026,经济日报社官方微博,0,2,3
生成式AI,5261858962670798,智能时刻的观察 🚨 2026年最致命的职业误区是什么？🚨💔 认为「AI与你的领域无关」？！掌握AI已不再是选择题——而是决定你成为领跑者还是被淘汰者的关键❗️无论你从事什么职业，理解AI基础都至关重要🔥但大多数人学AI失败的原因在于：❌ 要么被理论淹没❌ 要么盲目实践缺 ...全文,,https://wx2.sinaimg.cn/orj360/971b7d63ly1i9vg3474hqj20j60ng16u.jpg,,,Mon Feb 02 13:00:00 +0800 2026,科技博主 超话主持人（AI创造营超话） 微博解说视频博主 头条文章作者,6,4,4
生成式AI,5261838067174478,【#AI标注功能真管用吗#？研究表明效果或没那么完美】近年来，随着生成式AI的进步，深度伪造视频大肆流行。为了减轻虚假内容传播带来的不利影响，这些视频往往被强制明确标注该视频为AI生成。但实际效果如何呢？最近，英国布里斯托大学的一项研究表明，即使视频被明确标注为AI生成，甚至人们已经十分 ...全文,,无,"https://f.video.weibocdn.com/u0/Vqj4wh5Rgx08uX3XsaIo01041200ez0G0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772730936&ssig=24dGZuKcKa&KID=unistore,video",,Mon Feb 02 11:36:58 +0800 2026,五莲县融媒体中心官方微博,1,0,2
生成式AI,5261822892705520,#看懂抽象AI音的人领先网友10年# | #用智搜高效玩转AI#AI音乐的前沿性体现在其突破传统创作边界的能力——通过算法生成人类难以构思的和声结构，如Google的MusicLM已能基于文本描述生成复杂旋律。技术革新核心在于深度学习与声学建模的融合，OpenAI的Jukebox通过分析百万曲库，实现了风格迁移与情感 ...全文,,无,,,Mon Feb 02 10:36:40 +0800 2026,颜值博主 超话粉丝钻咖（梓渝超话）,23,0,15
生成式AI,5261803850566224,谷歌2026年推出的9门免费AI相关课程，适合零基础快速上手AI技能，提升生产力和职业竞争力。①云计算入门理解云计算的基本概念及其在AI应用中的核心作用，是学习AI的基础入门课。链接：网页链接②Vertex AI中的提示词设计专注于掌握高效的提示词工程（Prompt Engineering），帮助你 ...全文,,"https://wx4.sinaimg.cn/orj360/8adbdcb5ly1i9vywi7dqpj225m1uq4qp.jpg,https://wx1.sinaimg.cn/orj360/8adbdcb5ly1i9vywhygoqj21sq20mgyk.jpg,https://wx3.sinaimg.cn/orj360/8adbdcb5ly1i9vywi4z5pj21si2au1kx.jpg,https://wx1.sinaimg.cn/orj360/8adbdcb5ly1i9vywi573cj21us2ac1ev.jpg,https://wx3.sinaimg.cn/orj360/8adbdcb5ly1i9vywhyu2aj21so20gwsm.jpg,https://wx4.sinaimg.cn/orj360/8adbdcb5ly1i9vywi3de5j21sq2a44m0.jpg,https://wx2.sinaimg.cn/orj360/8adbdcb5ly1i9vywhyyw8j21u222s157.jpg,https://wx1.sinaimg.cn/orj360/8adbdcb5ly1i9vywi53o0j22502121kx.jpg,https://wx4.sinaimg.cn/orj360/8adbdcb5ly1i9vywi5qurj21t228u4qp.jpg",,,Mon Feb 02 09:21:00 +0800 2026,电影博主,12,20,1
